"javascript-api-express-call","get;;'/health';; health ;;READ;;8;;E1E2E3E4E5E6E7E8","https://github.com/instana/robot-shop/tree/55292e2199f2fb00a165b1f7d3045fe7f8922038/cart/server.js","68","1","74","2"
"javascript-api-express-call","get;;'/metrics';; metrics ;;READ;;9;;E0E1E2E3E4E5E6E7E8","https://github.com/instana/robot-shop/tree/55292e2199f2fb00a165b1f7d3045fe7f8922038/cart/server.js","77","1","80","2"
"javascript-api-express-call","get;;'/cart/:id';; cart ;;READ;;9;;E0E1E2E3E4E5E6E7E8","https://github.com/instana/robot-shop/tree/55292e2199f2fb00a165b1f7d3045fe7f8922038/cart/server.js","84","1","98","2"
"javascript-api-express-call","get;;req.params.id;;;;READ;;4;;E1E4E6E7","https://github.com/instana/robot-shop/tree/55292e2199f2fb00a165b1f7d3045fe7f8922038/cart/server.js","85","5","97","6"
"javascript-api-express-call","delete;;'/cart/:id';; cart ;;DELETE;;9;;E0E1E2E3E4E5E6E7E8","https://github.com/instana/robot-shop/tree/55292e2199f2fb00a165b1f7d3045fe7f8922038/cart/server.js","101","1","114","2"
"javascript-api-express-call","del;;req.params.id;;;;DELETE;;4;;E1E4E6E7","https://github.com/instana/robot-shop/tree/55292e2199f2fb00a165b1f7d3045fe7f8922038/cart/server.js","102","5","113","6"
"javascript-api-express-call","get;;'/rename/:from/:to';; rename ;;READ;;9;;E0E1E2E3E4E5E6E7E8","https://github.com/instana/robot-shop/tree/55292e2199f2fb00a165b1f7d3045fe7f8922038/cart/server.js","117","1","136","2"
"javascript-api-express-call","get;;req.params.from;;;;READ;;4;;E1E4E6E7","https://github.com/instana/robot-shop/tree/55292e2199f2fb00a165b1f7d3045fe7f8922038/cart/server.js","118","5","135","6"
"javascript-api-express-call","get;;'/add/:id/:sku/:qty';; add ;;READ;;9;;E0E1E2E3E4E5E6E7E8","https://github.com/instana/robot-shop/tree/55292e2199f2fb00a165b1f7d3045fe7f8922038/cart/server.js","139","1","210","2"
"javascript-api-express-call","get;;req.params.id;;;;READ;;4;;E1E4E6E7","https://github.com/instana/robot-shop/tree/55292e2199f2fb00a165b1f7d3045fe7f8922038/cart/server.js","165","9","205","10"
