"javascript-api-express","/","recommendation","get;;'/room/:project_id/messages';; room messages ;;READ;;5;;E1E2E3E4E5","/chat/app/js/router.js","36","5","39","5"
"javascript-api-express","/","recommendation","post;;'/room/:project_id/messages';; room messages ;;CREATE;;5;;E1E2E3E4E5","/chat/app/js/router.js","40","5","43","5"
"javascript-api-express","/","recommendation","get;;'/project/:project_id/messages';; project messages ;;READ;;5;;E1E2E3E4E5","/chat/app/js/router.js","45","5","48","5"
"javascript-api-express","/","recommendation","post;;'/project/:project_id/messages';; project messages ;;CREATE;;5;;E1E2E3E4E5","/chat/app/js/router.js","49","5","52","5"
"javascript-api-express","/","recommendation","post;;'/project/:project_id/thread/:thread_id/messages';; project thread messages ;;CREATE;;5;;E1E2E3E4E5","/chat/app/js/router.js","54","5","57","5"
"javascript-api-express","/","recommendation","get;;'/project/:project_id/threads';; project threads ;;READ;;5;;E1E2E3E4E5","/chat/app/js/router.js","58","5","58","80"
"javascript-api-express","/","recommendation","post;;'/project/:project_id/thread/:thread_id/messages/:message_id/edit';; project thread messages edit ;;CREATE;;5;;E1E2E3E4E5","/chat/app/js/router.js","60","5","63","5"
"javascript-api-express","/","recommendation","delete;;'/project/:project_id/thread/:thread_id/messages/:message_id';; project thread messages ;;DELETE;;5;;E1E2E3E4E5","/chat/app/js/router.js","64","5","67","5"
"javascript-api-express","/","recommendation","post;;'/project/:project_id/thread/:thread_id/resolve';; project thread resolve ;;CREATE;;5;;E1E2E3E4E5","/chat/app/js/router.js","69","5","72","5"
"javascript-api-express","/","recommendation","post;;'/project/:project_id/thread/:thread_id/reopen';; project thread reopen ;;CREATE;;5;;E1E2E3E4E5","/chat/app/js/router.js","73","5","76","5"
"javascript-api-express","/","recommendation","delete;;'/project/:project_id/thread/:thread_id';; project thread ;;DELETE;;5;;E1E2E3E4E5","/chat/app/js/router.js","77","5","80","5"
"javascript-api-express","/","recommendation","get;;'/status';; status ;;READ;;5;;E1E2E3E4E5","/chat/app/js/router.js","82","12","82","76"
"javascript-api-express","/","recommendation","get;;'env';;;;READ;;6;;E1E2E5E6E7E8","/chat/app/js/server.js","28","5","28","18"
"javascript-api-express","/","recommendation","get;;'env';;;;READ;;6;;E1E2E5E6E7E8","/chat/app/js/server.js","32","5","32","18"
"javascript-api-express","/","recommendation","post;;'/project/:project_id/compile';; project compile ;;CREATE;;8;;E1E2E3E4E5E6E7E8","/clsi/app.js","100","1","104","1"
"javascript-api-express","/","recommendation","post;;'/project/:project_id/compile/stop';; project compile stop ;;CREATE;;8;;E1E2E3E4E5E6E7E8","/clsi/app.js","105","1","105","76"
"javascript-api-express","/","recommendation","delete;;'/project/:project_id';; project ;;DELETE;;8;;E1E2E3E4E5E6E7E8","/clsi/app.js","106","1","106","64"
