"javascript-api-express-call","post;;'/booking';; booking ;;CREATE;;6;;E0E1E2E3E4E5","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/booking-service/src/api/booking.js","5","3","54","4"
"javascript-api-express-call","get;;'/booking/verify/:orderId';; booking verify ;;READ;;6;;E0E1E2E3E4E5","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/booking-service/src/api/booking.js","56","3","62","4"
"javascript-api-express-call","post;;'/notification/sendEmail';; notification sendEmail ;;CREATE;;4;;E0E1E2E3","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/booking-service/src/services/notification.service.js","7","5","8","38"
"javascript-api-express-call","post;;'/payment/makePurchase';; payment makePurchase ;;CREATE;;4;;E0E1E2E3","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/booking-service/src/services/payment.service.js","7","5","8","36"
"javascript-api-express-call","get;;'/cinemas';; cinemas ;;READ;;6;;E0E1E2E3E4E5","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/cinema-catalog-service/src/api/cinema-catalog.js","7","3","13","4"
"javascript-api-express-call","get;;'/cinemas/:cinemaId';; cinemas ;;READ;;6;;E0E1E2E3E4E5","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/cinema-catalog-service/src/api/cinema-catalog.js","15","3","21","4"
"javascript-api-express-call","get;;'/cinemas/:cityId/:movieId';; cinemas ;;READ;;6;;E0E1E2E3E4E5","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/cinema-catalog-service/src/api/cinema-catalog.js","23","3","33","4"
"javascript-api-express-call","get;;'/movies';; movies ;;READ;;6;;E0E1E2E3E4E5","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/movies-service/src/api/movies.js","7","3","11","4"
"javascript-api-express-call","get;;'/movies/premieres';; movies premieres ;;READ;;6;;E0E1E2E3E4E5","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/movies-service/src/api/movies.js","13","3","17","4"
"javascript-api-express-call","get;;'/movies/:id';; movies ;;READ;;6;;E0E1E2E3E4E5","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/movies-service/src/api/movies.js","19","3","23","4"
"javascript-api-express-call","post;;'/notification/sendEmail';; notification sendEmail ;;CREATE;;6;;E0E1E2E3E4E5","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/notification-service/src/api/notification.js","5","3","16","4"
"javascript-api-express-call","post;;'/notification/sendSMS';; notification sendSMS ;;CREATE;;6;;E0E1E2E3E4E5","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/notification-service/src/api/notification.js","18","3","29","4"
"javascript-api-express-call","post;;'/payment/makePurchase';; payment makePurchase ;;CREATE;;6;;E0E1E2E3E4E5","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/payment-service/src/api/payment.js","5","3","16","4"
"javascript-api-express-call","get;;'/payment/getPurchaseById/:id';; payment getPurchaseById ;;READ;;6;;E0E1E2E3E4E5","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/payment-service/src/api/payment.js","18","3","24","4"
"javascript-db-mongo-call","collection('booking').insertOne;;payload;;;;CREATE;;2;;M1M3","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/booking-service/src/repository/repository.js","23","7","28","8"
"javascript-db-mongo-call","db.collection;;'booking';;booking;;READ;;4;;M0M1M2M3","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/booking-service/src/repository/repository.js","23","7","23","30"
"javascript-db-mongo-call","collection('tickets').insertOne;;payload;;;;CREATE;;2;;M1M3","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/booking-service/src/repository/repository.js","35","7","40","8"
"javascript-db-mongo-call","db.collection;;'tickets';;tickets;;READ;;4;;M0M1M2M3","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/booking-service/src/repository/repository.js","35","7","35","30"
"javascript-db-mongo-call","collection('booking').findOne;;query;;;;READ;;2;;M1M3","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/booking-service/src/repository/repository.js","54","7","54","59"
"javascript-db-mongo-call","db.collection;;'booking';;booking;;READ;;4;;M0M1M2M3","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/booking-service/src/repository/repository.js","54","7","54","30"
"javascript-db-mongo-call","collection('cinemas').find;;query;;;;READ;;2;;M1M3","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/cinema-catalog-service/src/repository/repository.js","11","22","11","69"
"javascript-db-mongo-call","db.collection;;'cinemas';;cinemas;;READ;;4;;M0M1M2M3","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/cinema-catalog-service/src/repository/repository.js","11","22","11","45"
"javascript-db-mongo-call","collection('cinemas').findOne;;query;;;;READ;;2;;M1M3","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/cinema-catalog-service/src/repository/repository.js","35","7","35","67"
"javascript-db-mongo-call","db.collection;;'cinemas';;cinemas;;READ;;4;;M0M1M2M3","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/cinema-catalog-service/src/repository/repository.js","35","7","35","30"
"javascript-db-mongo-call","collection('cinemas').aggregate;;[match, project, ..., ...];;;;READ;;3;;M1M2M3","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/cinema-catalog-service/src/repository/repository.js","73","7","73","94"
"javascript-db-mongo-call","db.collection;;'cinemas';;cinemas;;READ;;4;;M0M1M2M3","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/cinema-catalog-service/src/repository/repository.js","73","7","73","30"
"javascript-db-mongo-call","db.collection;;'movies';;movies;;READ;;4;;M0M1M2M3","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/movies-service/src/repository/repository.js","4","22","4","44"
"javascript-db-mongo-call","collection.find;;{};;;;READ;;3;;M1M2M3","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/movies-service/src/repository/repository.js","9","22","9","59"
"javascript-db-mongo-call","collection.find;;query;;;;READ;;2;;M1M3","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/movies-service/src/repository/repository.js","40","22","40","43"
"javascript-db-mongo-call","collection.findOne;;{ id : id };;;;READ;;3;;M1M2M3","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/movies-service/src/repository/repository.js","63","7","63","57"
"javascript-db-mongo-call","collection('payments').insertOne;;paid;;;;CREATE;;2;;M1M3","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/payment-service/src/repository/repository.js","33","11","38","12"
"javascript-db-mongo-call","db.collection;;'payments';;payments;;READ;;4;;M0M1M2M3","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/payment-service/src/repository/repository.js","33","11","33","35"
"javascript-db-mongo-call","collection('payments').findOne;;{ 'charge.id' : paymentId };;;;READ;;3;;M1M2M3","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/payment-service/src/repository/repository.js","52","7","52","79"
"javascript-db-mongo-call","db.collection;;'payments';;payments;;READ;;4;;M0M1M2M3","https://github.com/crizstian/cinema-microservice/tree/b6c973da8f8cf1944cee2de1ae7b64aa36c55f84/payment-service/src/repository/repository.js","52","7","52","31"
